ensg_id,length
ENSG00000271682,351
ENSG00000304910,718
ENSG00000239405,612
ENSG00000244300,5595
ENSG00000175841,1089
ENSG00000298862,2001
ENSG00000232901,294
ENSG00000291078,5020
ENSG00000244065,841
ENSG00000178631,1129
ENSG00000248932,16779
ENSG00000213158,918
ENSG00000299725,1673
ENSG00000226724,845
ENSG00000304585,809
ENSG00000249321,928
ENSG00000249975,919
ENSG00000289078,5363
ENSG00000187900,930
ENSG00000301090,751
ENSG00000239804,259
ENSG00000244932,517
ENSG00000206417,7794
ENSG00000248530,733
ENSG00000306539,1024
ENSG00000242899,738
ENSG00000295853,716
ENSG00000226621,258
ENSG00000294152,613
ENSG00000230807,371
ENSG00000307499,1166
ENSG00000243838,1315
ENSG00000299620,1044
ENSG00000228874,361
ENSG00000290932,1688
ENSG00000243483,425
ENSG00000241219,4070
ENSG00000284731,219
ENSG00000250643,3574
ENSG00000248618,241
ENSG00000302511,887
ENSG00000231449,463
ENSG00000290046,1459
ENSG00000224769,1680
ENSG00000299549,987
ENSG00000240665,133
ENSG00000238278,758
ENSG00000272690,14216
ENSG00000239959,943
ENSG00000290410,3786
ENSG00000282206,136
ENSG00000289929,5090
ENSG00000271662,1070
ENSG00000299536,2255
ENSG00000213519,286
ENSG00000291091,15423
ENSG00000249626,1497
ENSG00000273308,4002
ENSG00000236411,525
ENSG00000243822,377
ENSG00000301779,583
ENSG00000224728,1525
ENSG00000287042,3913
ENSG00000224039,1458
ENSG00000229271,3011
ENSG00000174912,1045
ENSG00000243926,11526
ENSG00000242001,149
ENSG00000243429,907
ENSG00000304694,4461
ENSG00000223986,323
ENSG00000295781,1210
ENSG00000224403,655
ENSG00000214146,7200
ENSG00000234805,1834
ENSG00000237222,16049
ENSG00000239213,9101
ENSG00000242968,709
ENSG00000235126,4416
ENSG00000295183,272
ENSG00000305272,619
ENSG00000300352,276
ENSG00000309550,371
ENSG00000308269,401
ENSG00000286994,1039
ENSG00000293389,9577
ENSG00000206120,1563
ENSG00000241882,545
ENSG00000222357,191
ENSG00000207717,96
ENSG00000226765,865
ENSG00000231688,472
ENSG00000242268,3187
ENSG00000272797,445
ENSG00000273177,430
ENSG00000302092,635
ENSG00000299662,2205
ENSG00000243295,7435
ENSG00000243903,696
ENSG00000297170,2699
ENSG00000297189,1746
ENSG00000271192,8083
ENSG00000272121,2434
ENSG00000252980,100
ENSG00000207954,99
ENSG00000280435,1670
ENSG00000261786,5067
ENSG00000144810,9408
ENSG00000296790,8059
ENSG00000296860,458
ENSG00000310532,2243
ENSG00000291076,4199
ENSG00000243593,5854
ENSG00000235257,20910
ENSG00000241131,5373
ENSG00000224187,4910
ENSG00000214407,5376
ENSG00000241288,12573
ENSG00000227245,1233
ENSG00000241135,21758
ENSG00000239941,7980
ENSG00000233912,9793
ENSG00000233570,4443
ENSG00000242242,10125
ENSG00000242828,5699
ENSG00000241163,19922
ENSG00000227110,13535
ENSG00000228350,3078
ENSG00000291293,3066
ENSG00000230698,1935
ENSG00000242880,11176
ENSG00000223343,1878
ENSG00000174227,10899
ENSG00000205959,4513
ENSG00000251292,639
ENSG00000280310,1048
ENSG00000250039,4390
ENSG00000248360,5095
ENSG00000109667,6628
ENSG00000241612,483
ENSG00000109606,8166
ENSG00000237350,576
ENSG00000272602,3929
ENSG00000109625,3447
ENSG00000287081,3912
ENSG00000152953,5282
ENSG00000163132,2121
ENSG00000242358,248
ENSG00000250238,1156
ENSG00000170891,989
ENSG00000155275,7752
ENSG00000249799,190
ENSG00000249780,340
ENSG00000275426,580
ENSG00000169676,2376
ENSG00000251152,4019
ENSG00000250371,2694
ENSG00000169744,5455
ENSG00000250611,413
ENSG00000249995,1577
ENSG00000249766,142
ENSG00000249443,367
ENSG00000215612,2166
ENSG00000251434,602
ENSG00000249564,133
ENSG00000249998,451
ENSG00000152990,9261
ENSG00000268967,245
ENSG00000228154,503
ENSG00000155269,10635
ENSG00000251220,345
ENSG00000249828,556
ENSG00000284689,1010
ENSG00000279379,387
ENSG00000248532,210
ENSG00000248364,990
ENSG00000260878,668
ENSG00000154274,4470
ENSG00000109680,4138
ENSG00000109819,10870
ENSG00000248654,541
ENSG00000248851,712
ENSG00000248262,423
ENSG00000249452,432
ENSG00000248936,534
ENSG00000251210,1307
ENSG00000145147,11067
ENSG00000251430,196
ENSG00000280043,1712
ENSG00000244031,777
ENSG00000091490,7483
ENSG00000249320,578
ENSG00000249228,1604
ENSG00000250050,1346
ENSG00000286212,1241
ENSG00000244538,255
ENSG00000169019,1758
ENSG00000250884,985
ENSG00000109171,6306
ENSG00000251186,664
ENSG00000248466,667
ENSG00000145247,2483
ENSG00000268391,518
ENSG00000251630,186
ENSG00000181826,4214
ENSG00000249045,329
ENSG00000242640,171
ENSG00000279464,2458
ENSG00000280015,922
ENSG00000251080,482
ENSG00000249079,374
ENSG00000157796,8773
ENSG00000248254,601
ENSG00000002587,7435
ENSG00000250312,5073
ENSG00000248336,303
ENSG00000269848,156
ENSG00000249235,279
ENSG00000250541,483
ENSG00000276507,403
ENSG00000249453,442
ENSG00000287320,2514
ENSG00000248281,992
ENSG00000240152,829
ENSG00000248133,276
ENSG00000239983,353
ENSG00000275250,329
ENSG00000249936,579
ENSG00000163288,2952
ENSG00000250137,703
ENSG00000145244,10086
ENSG00000251385,1129
ENSG00000250597,545
ENSG00000251516,372
ENSG00000134852,11533
ENSG00000205830,2509
ENSG00000250753,357
ENSG00000145241,8496
ENSG00000250016,677
ENSG00000198277,716
ENSG00000248328,515
ENSG00000205678,6023
ENSG00000251383,1143
ENSG00000251539,671
ENSG00000249330,6052
ENSG00000251334,299
ENSG00000279918,542
ENSG00000180673,1969
ENSG00000250030,308
ENSG00000251587,992
ENSG00000248660,288
ENSG00000248320,2360
ENSG00000249441,239
ENSG00000250333,2110
ENSG00000271958,376
ENSG00000157765,5045
ENSG00000250927,968
ENSG00000243920,331
ENSG00000275959,1597
ENSG00000249729,1023
ENSG00000109181,2757
ENSG00000251055,672
ENSG00000251048,534
ENSG00000173597,7259
ENSG00000248256,265
ENSG00000258507,562
ENSG00000249337,758
ENSG00000285998,1225
ENSG00000183783,2712
ENSG00000248956,572
ENSG00000251353,333
ENSG00000249893,520
ENSG00000270665,926
ENSG00000198301,3491
ENSG00000287154,585
ENSG00000250416,1939
ENSG00000145309,1517
ENSG00000237961,765
ENSG00000250819,2090
ENSG00000171201,1383
ENSG00000249277,257
ENSG00000170516,817
ENSG00000286097,1897
ENSG00000260918,7000
ENSG00000249547,571
ENSG00000213759,2357
ENSG00000138771,13829
ENSG00000145284,4231
ENSG00000109787,6771
ENSG00000156269,2718
ENSG00000173040,5501
ENSG00000189308,6762
ENSG00000251373,913
ENSG00000168152,4332
ENSG00000251427,709
ENSG00000244669,768
ENSG00000231442,1359
ENSG00000196475,1868
ENSG00000248744,672
ENSG00000249890,685
ENSG00000231782,1389
ENSG00000249111,327
ENSG00000249105,313
ENSG00000248946,243
ENSG00000249831,2672
ENSG00000109208,666
ENSG00000035720,1951
ENSG00000224560,574
ENSG00000145246,7978
ENSG00000248987,574
ENSG00000248543,831
ENSG00000286150,1336
ENSG00000250006,715
ENSG00000250550,373
ENSG00000248237,582
ENSG00000074211,9366
ENSG00000253170,525
ENSG00000248641,324
ENSG00000251424,156
ENSG00000270480,732
ENSG00000171234,2260
ENSG00000249382,1388
ENSG00000248926,781
ENSG00000251529,491
ENSG00000251212,288
ENSG00000268736,518
ENSG00000248725,756
ENSG00000164038,8611
ENSG00000250169,1079
ENSG00000251219,3058
ENSG00000286490,922
ENSG00000248447,1384
ENSG00000250922,156
ENSG00000169116,5034
ENSG00000268803,728
ENSG00000169836,5359
ENSG00000196472,713
ENSG00000250740,584
ENSG00000250651,1513
ENSG00000248831,866
ENSG00000286664,548
ENSG00000153064,6144
ENSG00000250858,1000
ENSG00000251571,1994
ENSG00000286147,4893
ENSG00000138678,3623
ENSG00000248640,954
ENSG00000250735,800
ENSG00000249392,558
ENSG00000174796,7127
ENSG00000250223,824
ENSG00000145354,6352
ENSG00000251149,376
ENSG00000164032,2270
ENSG00000248583,670
ENSG00000169288,1628
ENSG00000145348,10829
ENSG00000249264,1383
ENSG00000138801,3260
ENSG00000251636,481
ENSG00000270842,360
ENSG00000282278,2550
ENSG00000251588,2827
ENSG00000138663,3566
ENSG00000248259,294
ENSG00000246774,1951
ENSG00000249614,1432
ENSG00000248820,264
ENSG00000248488,721
ENSG00000155011,4335
ENSG00000248778,1045
ENSG00000286291,625
ENSG00000236699,7580
ENSG00000249635,3526
ENSG00000174808,2653
ENSG00000164039,5213
ENSG00000251577,927
ENSG00000213493,1451
ENSG00000138780,6292
ENSG00000251308,322
ENSG00000124875,2040
ENSG00000253825,474
ENSG00000216425,802
ENSG00000174599,2023
ENSG00000286637,3352
ENSG00000230671,321
ENSG00000249171,791
ENSG00000244470,838
ENSG00000249985,117
ENSG00000249283,1244
ENSG00000251309,603
ENSG00000225094,852
ENSG00000138777,4640
ENSG00000251463,1347
ENSG00000224062,427
ENSG00000250627,755
ENSG00000033178,11408
ENSG00000173376,3573
ENSG00000163116,6076
ENSG00000250219,1237
ENSG00000250363,1272
ENSG00000287520,4242
ENSG00000271302,436
ENSG00000249717,3341
ENSG00000249885,456
ENSG00000250149,1434
ENSG00000164037,2957
ENSG00000249002,370
ENSG00000135220,3075
ENSG00000050730,3749
ENSG00000138802,5219
ENSG00000138674,9297
ENSG00000248763,550
ENSG00000286124,1049
ENSG00000172403,19530
ENSG00000213522,576
ENSG00000171195,2798
ENSG00000164099,5725
ENSG00000287845,1797
ENSG00000138653,3719
ENSG00000270257,183
ENSG00000223605,265
ENSG00000248915,1104
ENSG00000248547,556
ENSG00000251005,399
ENSG00000250277,775
ENSG00000250183,819
ENSG00000248506,1371
ENSG00000271053,881
ENSG00000005059,3555
ENSG00000287924,1109
ENSG00000249018,988
ENSG00000249311,1227
ENSG00000288567,159
ENSG00000251326,969
ENSG00000109182,3110
ENSG00000242697,851
ENSG00000249965,563
ENSG00000248128,297
ENSG00000248565,928
ENSG00000164100,6854
ENSG00000273716,78
ENSG00000150961,9920
ENSG00000223620,1102
ENSG00000249036,571
ENSG00000214988,813
ENSG00000250826,1122
ENSG00000163114,1372
ENSG00000213480,913
ENSG00000164109,5517
ENSG00000250442,639
ENSG00000186867,2830
ENSG00000138814,5213
ENSG00000251498,706
ENSG00000154608,4587
ENSG00000224932,2344
ENSG00000250344,621
ENSG00000251228,249
ENSG00000214904,489
ENSG00000286467,1460
ENSG00000251492,394
ENSG00000225665,592
ENSG00000109270,4164
ENSG00000109158,11305
ENSG00000249795,481
ENSG00000205682,2079
ENSG00000251284,1178
ENSG00000151012,9645
ENSG00000251236,733
ENSG00000248282,823
ENSG00000124399,390
ENSG00000248847,724
ENSG00000249242,3497
ENSG00000251523,489
ENSG00000279749,504
ENSG00000171199,1048
ENSG00000254044,770
ENSG00000279481,2525
ENSG00000249555,951
ENSG00000280059,3427
ENSG00000248877,613
ENSG00000225455,473
ENSG00000250834,748
ENSG00000250213,188
ENSG00000164035,5172
ENSG00000250655,822
ENSG00000241411,631
ENSG00000249735,545
ENSG00000287416,3071
ENSG00000163285,6758
ENSG00000214980,1486
ENSG00000254535,4985
ENSG00000250144,1387
ENSG00000214559,397
ENSG00000145283,1623
ENSG00000251049,735
ENSG00000164066,16041
ENSG00000250193,575
ENSG00000250293,1049
ENSG00000249072,177
ENSG00000241261,552
ENSG00000250791,596
ENSG00000151470,7015
ENSG00000248448,393
ENSG00000279016,606
ENSG00000250100,576
ENSG00000248209,324
ENSG00000145358,2994
ENSG00000251687,794
ENSG00000151466,8980
ENSG00000138769,5290
ENSG00000138639,7870
ENSG00000138640,13215
ENSG00000070190,4590
ENSG00000226439,402
ENSG00000244004,780
ENSG00000242431,505
ENSG00000138650,10182
ENSG00000250375,305
ENSG00000251022,4397
ENSG00000250076,799
ENSG00000170153,11012
ENSG00000287565,2155
ENSG00000279913,559
ENSG00000248434,1121
ENSG00000249764,168
ENSG00000249000,489
ENSG00000251266,1096
ENSG00000109445,2536
ENSG00000250403,741
ENSG00000272632,454
ENSG00000251254,675
ENSG00000213448,415
ENSG00000248191,1736
ENSG00000250813,187
ENSG00000249960,362
ENSG00000248735,1960
ENSG00000275647,329
ENSG00000251345,993
ENSG00000151962,4027
ENSG00000151623,6607
ENSG00000164124,9248
ENSG00000260244,2615
ENSG00000236764,250
ENSG00000138764,7416
ENSG00000248165,590
ENSG00000249752,481
ENSG00000249247,789
ENSG00000250191,286
ENSG00000248869,3389
ENSG00000164169,3952
ENSG00000251333,711
ENSG00000249041,525
ENSG00000249200,462
ENSG00000280352,535
ENSG00000280140,571
ENSG00000234125,1154
ENSG00000250205,198
ENSG00000250905,510
ENSG00000151458,8798
ENSG00000248988,717
ENSG00000250503,434
ENSG00000251113,1815
ENSG00000271606,141
ENSG00000251440,439
ENSG00000227118,490
ENSG00000248387,652
ENSG00000248113,1268
ENSG00000077684,9052
ENSG00000163629,9496
ENSG00000250082,501
ENSG00000248420,680
ENSG00000278981,1619
ENSG00000145451,9526
ENSG00000248747,1037
ENSG00000280711,1721
ENSG00000278943,1049
ENSG00000250769,770
ENSG00000248104,2041
ENSG00000241281,378
ENSG00000249675,934
ENSG00000248872,3670
ENSG00000248958,2743
ENSG00000270669,463
ENSG00000154447,5472
ENSG00000170390,4416
ENSG00000251488,587
ENSG00000250354,680
ENSG00000279703,472
ENSG00000250560,213
ENSG00000250665,503
ENSG00000286253,1287
ENSG00000248574,1273
ENSG00000249542,1344
ENSG00000251061,429
ENSG00000248912,947
ENSG00000251123,622
ENSG00000168785,7412
ENSG00000248921,420
ENSG00000286711,1371
ENSG00000249419,1105
ENSG00000052795,10981
ENSG00000164128,3980
ENSG00000198498,3406
ENSG00000249568,2840
ENSG00000251174,1387
ENSG00000163110,11090
ENSG00000250865,564
ENSG00000249770,519
ENSG00000121207,7535
ENSG00000168556,2695
ENSG00000168843,5324
ENSG00000249883,529
ENSG00000071205,10755
ENSG00000250398,346
ENSG00000280005,459
ENSG00000249500,2163
ENSG00000249411,2199
ENSG00000250034,258
ENSG00000248755,734
ENSG00000248907,1031
ENSG00000249692,349
ENSG00000249367,389
ENSG00000164303,4615
ENSG00000249951,215
ENSG00000182552,2754
ENSG00000251195,285
ENSG00000249004,598
ENSG00000242318,474
ENSG00000164168,4709
ENSG00000250726,637
ENSG00000250839,158
ENSG00000249386,694
ENSG00000164136,7876
ENSG00000248376,916
ENSG00000248770,207
ENSG00000249627,471
ENSG00000273180,554
ENSG00000213331,674
ENSG00000251418,647
ENSG00000272784,634
ENSG00000250725,1045
ENSG00000272744,634
ENSG00000249901,659
ENSG00000248206,2440
ENSG00000227765,512
ENSG00000164129,3338
ENSG00000249074,295
ENSG00000241877,591
ENSG00000164123,1486
ENSG00000251128,404
ENSG00000251407,951
ENSG00000287433,2787
ENSG00000248816,518
ENSG00000038295,8105
ENSG00000249284,1458
ENSG00000164114,8857
ENSG00000109576,2970
ENSG00000287775,1124
ENSG00000248249,425
ENSG00000251253,1025
ENSG00000168594,5957
ENSG00000164122,4218
ENSG00000251025,564
ENSG00000250993,539
ENSG00000150628,2437
ENSG00000270387,858
ENSG00000287571,642
ENSG00000248339,4949
ENSG00000251223,1534
ENSG00000249425,1417
ENSG00000241011,357
ENSG00000145414,4777
ENSG00000185758,663
ENSG00000250372,2380
ENSG00000248980,610
ENSG00000279994,826
ENSG00000164144,4269
ENSG00000227283,338
ENSG00000250200,226
ENSG00000218336,12010
ENSG00000173320,11365
ENSG00000129128,6829
ENSG00000184108,2091
ENSG00000151617,4238
ENSG00000196104,4482
ENSG00000248739,843
ENSG00000260303,4159
ENSG00000248748,1755
ENSG00000198948,8741
ENSG00000109466,3929
ENSG00000151729,4819
ENSG00000248396,336
ENSG00000251482,352
ENSG00000250042,498
ENSG00000250252,948
ENSG00000250547,1009
ENSG00000248913,367
ENSG00000250475,890
ENSG00000164031,12970
ENSG00000249943,210
ENSG00000248694,444
ENSG00000250997,483
ENSG00000248880,1849
ENSG00000248601,447
ENSG00000171509,5684
ENSG00000250150,589
ENSG00000249409,552
ENSG00000286119,1564
ENSG00000270336,409
ENSG00000151612,19123
ENSG00000287183,700
ENSG00000250704,358
ENSG00000197410,16658
ENSG00000168564,4015
ENSG00000273449,927
ENSG00000249162,2106
ENSG00000248548,1362
ENSG00000279139,654
ENSG00000280219,8092
ENSG00000249525,583
ENSG00000240992,423
ENSG00000179059,2652
ENSG00000249127,126
ENSG00000279098,442
ENSG00000151718,10002
ENSG00000164120,5531
ENSG00000168538,5841
ENSG00000272566,610
ENSG00000283043,318
ENSG00000151005,2660
ENSG00000177803,657
ENSG00000251643,1223
ENSG00000272646,427
ENSG00000174145,7800
ENSG00000249698,781
ENSG00000249066,1313
ENSG00000249945,1425
ENSG00000225176,307
ENSG00000250577,303
ENSG00000251490,699
ENSG00000185149,3621
ENSG00000251609,805
ENSG00000248546,705
ENSG00000242169,649
ENSG00000283355,2348
ENSG00000249877,339
ENSG00000248517,911
ENSG00000249520,343
ENSG00000250292,1361
ENSG00000250768,2063
ENSG00000250356,286
ENSG00000250746,2057
ENSG00000250636,823
ENSG00000249106,1213
ENSG00000250189,2415
ENSG00000200761,295
ENSG00000221275,149
ENSG00000203436,281
ENSG00000252002,111
ENSG00000222182,110
ENSG00000212282,103
ENSG00000202449,123
ENSG00000199420,328
ENSG00000207716,95
ENSG00000206780,137
ENSG00000283271,70
ENSG00000207697,99
ENSG00000243005,269
ENSG00000239001,107
ENSG00000251816,43
ENSG00000243548,279
ENSG00000283275,87
ENSG00000238632,62
ENSG00000283666,103
ENSG00000283207,63
ENSG00000222206,109
ENSG00000238694,104
ENSG00000206665,106
ENSG00000264319,82
ENSG00000200720,107
ENSG00000252243,106
ENSG00000206675,107
ENSG00000239679,276
ENSG00000222257,305
ENSG00000252913,100
ENSG00000277388,75
ENSG00000199780,113
ENSG00000265829,66
ENSG00000202169,96
ENSG00000201775,105
ENSG00000252890,110
ENSG00000252104,94
ENSG00000206629,164
ENSG00000274759,127
ENSG00000201676,102
ENSG00000210839,126
ENSG00000252955,126
ENSG00000252762,127
ENSG00000202485,107
ENSG00000200108,107
ENSG00000201901,328
ENSG00000207746,94
ENSG00000199530,108
ENSG00000251874,106
ENSG00000200622,98
ENSG00000266421,66
ENSG00000201640,305
ENSG00000199529,105
ENSG00000252470,103
ENSG00000201744,107
ENSG00000252460,102
ENSG00000201633,95
ENSG00000275994,131
ENSG00000243227,297
ENSG00000207988,98
ENSG00000273882,78
ENSG00000221265,113
ENSG00000223006,307
ENSG00000252183,107
ENSG00000201752,107
ENSG00000212359,101
ENSG00000200553,102
ENSG00000207322,164
ENSG00000206782,107
ENSG00000207148,102
ENSG00000240637,299
ENSG00000201314,113
ENSG00000283432,105
ENSG00000201846,102
ENSG00000239168,62
ENSG00000207121,108
ENSG00000202331,116
ENSG00000252951,115
ENSG00000252233,309
ENSG00000264274,74
ENSG00000240014,284
ENSG00000221369,89
ENSG00000206978,102
ENSG00000274535,78
ENSG00000199634,141
ENSG00000206711,100
ENSG00000222721,317
ENSG00000252959,101
ENSG00000251961,131
ENSG00000253001,314
ENSG00000200521,101
ENSG00000278502,109
ENSG00000240772,268
ENSG00000212373,115
ENSG00000201727,136
ENSG00000283468,55
ENSG00000201433,113
ENSG00000251739,101
ENSG00000252157,105
ENSG00000201516,123
ENSG00000244512,298
ENSG00000252343,121
ENSG00000222582,161
ENSG00000251714,235
ENSG00000252604,194
ENSG00000265846,70
ENSG00000201085,104
ENSG00000202215,176
ENSG00000212191,71
ENSG00000259959,4218
ENSG00000170448,4494
ENSG00000163293,5983
ENSG00000200269,108
ENSG00000283499,58
ENSG00000202014,102
ENSG00000260120,2091
ENSG00000264585,66
ENSG00000286161,556
ENSG00000212588,122
ENSG00000248375,751
ENSG00000226887,4022
ENSG00000212490,123
ENSG00000199901,102
ENSG00000128045,2445
ENSG00000252266,100
ENSG00000201496,301
ENSG00000237868,479
ENSG00000241037,304
ENSG00000164113,2699
ENSG00000201050,107
ENSG00000248329,2919
ENSG00000250227,1419
ENSG00000244146,446
ENSG00000285563,3700
ENSG00000221891,458
ENSG00000270960,421
ENSG00000248645,1346
ENSG00000121089,648
ENSG00000236941,1360
ENSG00000248229,523
ENSG00000250887,747
ENSG00000250712,1393
ENSG00000240674,480
ENSG00000176979,3015
ENSG00000276623,547
ENSG00000250430,684
ENSG00000249617,312
ENSG00000187689,1009
ENSG00000132464,5807
ENSG00000132467,2020
ENSG00000207448,104
ENSG00000207058,106
ENSG00000272986,745
ENSG00000018189,9405
ENSG00000283313,83
ENSG00000207007,111
ENSG00000250268,434
ENSG00000231396,1593
ENSG00000233136,1593
ENSG00000227551,1593
ENSG00000232399,1593
ENSG00000249104,1593
ENSG00000250844,1593
ENSG00000250913,551
ENSG00000227140,1593
ENSG00000235780,1593
ENSG00000231051,1593
ENSG00000231637,1593
ENSG00000228856,1593
ENSG00000188438,222
ENSG00000252307,76
ENSG00000232773,237
ENSG00000250745,1593
ENSG00000249811,1593
ENSG00000248933,1593
ENSG00000232264,1593
ENSG00000230430,1593
ENSG00000229579,1593
ENSG00000249482,1593
ENSG00000250231,1593
ENSG00000248920,1593
ENSG00000251694,1593
ENSG00000205946,1197
ENSG00000249613,971
ENSG00000250298,1516
ENSG00000226950,10179
ENSG00000244083,347
ENSG00000240775,348
ENSG00000273007,2849
ENSG00000170917,6582
ENSG00000252030,94
ENSG00000201786,102
ENSG00000213406,926
ENSG00000243883,287
ENSG00000109471,1119
ENSG00000138698,5421
ENSG00000163626,6976
ENSG00000172399,2549
ENSG00000173542,8801
ENSG00000174792,2040
ENSG00000221296,74
ENSG00000164104,2401
ENSG00000164105,1309
ENSG00000164106,5103
ENSG00000288025,5159
ENSG00000242882,893
ENSG00000286226,919
ENSG00000252898,102
ENSG00000261646,2209
ENSG00000164107,3601
ENSG00000234801,971
ENSG00000213370,644
ENSG00000249488,636
ENSG00000283219,154
ENSG00000249502,2128
ENSG00000118579,10972
ENSG00000047662,6731
ENSG00000163257,4816
ENSG00000109805,4847
ENSG00000235413,979
ENSG00000151014,2512
ENSG00000252503,104
ENSG00000240723,282
ENSG00000179967,445
ENSG00000276396,292
ENSG00000265892,306
ENSG00000207384,119
ENSG00000252362,94
ENSG00000206722,104
ENSG00000137463,1224
ENSG00000109390,2994
ENSG00000200520,109
ENSG00000239005,127
ENSG00000272783,289
ENSG00000207009,110
ENSG00000163950,1884
ENSG00000168924,8093
ENSG00000248188,387
ENSG00000004468,6857
ENSG00000251644,657
ENSG00000137440,1351
ENSG00000137441,1187
ENSG00000007062,7457
ENSG00000169762,7758
ENSG00000249234,414
ENSG00000201297,111
ENSG00000283550,49
ENSG00000251436,1738
ENSG00000145375,9313
ENSG00000250322,170
ENSG00000164056,3963
ENSG00000241250,555
ENSG00000227040,567
ENSG00000240545,295
ENSG00000265894,298
ENSG00000278226,260
ENSG00000251799,97
ENSG00000269949,447
ENSG00000084092,2218
ENSG00000047315,5891
ENSG00000251703,101
ENSG00000163453,1930
ENSG00000250384,450
ENSG00000287369,854
ENSG00000084093,9408
ENSG00000164111,2925
ENSG00000123737,4710
ENSG00000145386,2748
ENSG00000138686,4930
ENSG00000261501,2266
ENSG00000138741,9210
ENSG00000273133,556
ENSG00000118564,4701
ENSG00000237765,4766
ENSG00000288606,572
ENSG00000109743,2865
ENSG00000214846,666
ENSG00000236959,882
ENSG00000284695,716
ENSG00000109193,2084
ENSG00000251489,530
ENSG00000126545,998
ENSG00000126549,2140
ENSG00000126550,3784
ENSG00000187533,5289
ENSG00000205649,2035
ENSG00000132465,1546
ENSG00000242727,412
ENSG00000186212,3993
ENSG00000234036,310
ENSG00000214062,724
ENSG00000271676,964
ENSG00000201641,110
ENSG00000222592,100
ENSG00000134962,6002
ENSG00000264621,65
ENSG00000238797,100
ENSG00000121897,11318
ENSG00000109814,4025
ENSG00000249930,244
ENSG00000163682,4938
ENSG00000145331,4386
ENSG00000109339,42623
ENSG00000252757,297
ENSG00000266515,71
ENSG00000151834,16898
ENSG00000177300,2177
ENSG00000197057,7379
ENSG00000168743,6111
ENSG00000053900,7444
ENSG00000163145,5340
ENSG00000164116,10461
ENSG00000061918,3944
ENSG00000196159,21269
ENSG00000206839,109
ENSG00000250464,553
ENSG00000251111,597
ENSG00000134851,7048
ENSG00000239040,103
ENSG00000238585,114
ENSG00000197468,930
ENSG00000249272,705
ENSG00000249347,352
ENSG00000251313,781
ENSG00000250342,210
ENSG00000249767,933
ENSG00000121211,1511
ENSG00000248998,1603
ENSG00000249351,818
ENSG00000243199,870
ENSG00000222765,196
ENSG00000251527,768
ENSG00000231841,762
ENSG00000243312,861
ENSG00000163633,2100
ENSG00000250202,315
ENSG00000285458,2497
ENSG00000251411,1110
ENSG00000284968,2801
ENSG00000145332,7354
ENSG00000248196,891
ENSG00000248180,995
ENSG00000263981,89
ENSG00000170509,2377
ENSG00000255723,349
ENSG00000198189,2332
ENSG00000240966,292
ENSG00000207182,163
ENSG00000151615,3144
ENSG00000279376,4159
ENSG00000223569,1662
ENSG00000207171,131
ENSG00000229226,449
ENSG00000249623,448
ENSG00000198515,3590
ENSG00000200998,113
ENSG00000251019,289
ENSG00000266270,70
ENSG00000163291,12403
ENSG00000242175,300
ENSG00000164306,2789
ENSG00000151725,3483
ENSG00000266698,98
ENSG00000251147,464
ENSG00000263458,58
ENSG00000279460,3851
ENSG00000251906,100
ENSG00000276992,153
ENSG00000251473,1114
ENSG00000252136,108
ENSG00000243383,283
ENSG00000200917,96
ENSG00000168769,16474
ENSG00000138684,3292
ENSG00000181004,3431
ENSG00000249784,125
ENSG00000185049,5057
ENSG00000284587,94
ENSG00000185818,6056
ENSG00000249006,1900
ENSG00000250623,581
ENSG00000109685,20352
ENSG00000225405,390
ENSG00000241344,477
ENSG00000250249,353
ENSG00000201644,94
ENSG00000138768,4604
ENSG00000222644,136
ENSG00000090316,9821
ENSG00000163945,16920
ENSG00000254094,527
ENSG00000253399,441
ENSG00000235608,1347
ENSG00000288563,4225
ENSG00000274238,514
ENSG00000277695,522
ENSG00000276542,872
ENSG00000228919,1296
ENSG00000207807,81
ENSG00000250471,579
ENSG00000170801,3319
ENSG00000200469,104
ENSG00000207480,103
ENSG00000138646,4764
ENSG00000249934,1813
ENSG00000145337,1311
ENSG00000255072,1311
ENSG00000285122,335
ENSG00000249755,657
ENSG00000252322,307
ENSG00000164125,7880
ENSG00000137449,7370
ENSG00000234828,2886
ENSG00000109180,4714
ENSG00000138758,9740
ENSG00000138738,9517
ENSG00000189184,6686
ENSG00000150627,7801
ENSG00000138757,13799
ENSG00000138795,5361
ENSG00000239939,736
ENSG00000278589,710
ENSG00000250485,2059
ENSG00000157869,2221
ENSG00000256394,1696
ENSG00000151790,5264
ENSG00000249013,511
ENSG00000256043,7908
ENSG00000207260,107
ENSG00000170522,7274
ENSG00000263940,335
ENSG00000248200,571
ENSG00000166530,229
ENSG00000250594,153
ENSG00000212160,107
ENSG00000250304,1930
ENSG00000251464,739
ENSG00000251046,2341
ENSG00000199894,80
ENSG00000215961,66
ENSG00000251312,645
ENSG00000200963,107
ENSG00000241722,320
ENSG00000288685,4813
ENSG00000250556,517
ENSG00000250307,803
ENSG00000240459,394
ENSG00000243280,313
ENSG00000260526,2036
ENSG00000138660,6504
ENSG00000248697,1862
ENSG00000109736,3134
ENSG00000087269,3559
ENSG00000125388,4736
ENSG00000199335,107
ENSG00000278778,230
ENSG00000274693,175
ENSG00000188981,5989
ENSG00000248843,786
ENSG00000286035,3267
ENSG00000250057,394
ENSG00000250677,142
ENSG00000248401,1028
ENSG00000173085,2774
ENSG00000173083,5101
ENSG00000274154,108
